timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1770453885432,128,0,0.584185399575777,-0.951854998621875,-0.9934752955764384
1770453885436,128,0,0.7101963270437524,-1.0296986706048208,-0.863078313432027
1770453885440,128,0,0.7142242272563204,-0.8977044545971129,-0.8539060119523071
1770453885444,128,0,0.6670835324383231,-0.8399740441402399,-0.8957142268440167
1770453885448,128,0,0.6254668773982172,-1.0220383265892603,-0.9324792714033726
1770453885452,128,0,0.6047153465136283,-1.011032852520908,-0.948848123088114
1770453885456,128,0,0.5898978994833504,-0.9801953127598102,-0.9593251076636012
1770453885460,128,0,0.5730410218375076,-0.9376160708929124,-0.97166706508454
1770453885464,128,0,0.5845133237321637,-0.8052000481516068,-0.9554186994047816
1770453885468,128,0,0.6834395591073925,-1.0664652286663077,-0.8512012627485567
1770453885472,128,0,0.906176175190504,-0.9125316623514588,-0.6227359268056761
1770453885476,129,1,1.22075233545795,-0.0629503019646999,-0.3029491098772647
1770453885480,129,1,1.535122157471384,0.1475660041225268,0.0152133204989057
1770453885484,129,1,1.746560512667388,0.1008027785151104,0.229721760850136
1770453885488,129,1,1.7790947650556603,0.0345421461720503,0.2664747543402723
1770453885492,129,1,1.591258620548487,0.0111254104157425,0.0847583915674066
1770453885496,129,1,1.1833307075065749,0.0524824290961776,-0.3165083484953692
1770453885500,128,0,0.6127427647149888,-0.979011360262244,-0.8816205301720047
1770453885504,127,-1,-0.0195148625650948,-1.768610742170846,-1.509707349763559
1770453885508,127,-1,-0.6290014375240048,-2.094071591181724,-2.1151482790561955
1770453885512,126,-2,-1.2044667236758813,-2.836823504217901,-2.68586967258025
1770453885516,126,-2,-1.7975714302053818,-3.052437885640108,-3.273737095851638
1770453885520,125,-3,-2.45037914021212,-3.886268866196577,-3.921365339378461
1770453885524,124,-4,-3.1319816136678336,-4.849271134173701,-4.598033443409872
1770453885528,124,-4,-3.744849207035381,-5.037383116882095,-5.206017461894299
1770453885532,123,-5,-4.192297056873994,-5.8308250130562,-5.648341043357103
1770453885536,123,-5,-4.44472800595383,-6.066635840948946,-5.895307697321208
1770453885540,123,-5,-4.5470680473534095,-5.808995815080869,-5.992184976278582
1770453885544,123,-5,-4.563121236556315,-5.989086196733219,-6.003330133242601
