timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1770448143123,-0.1513824462890625,-0.9944610595703124,-0.0064239501953125,-0.0315813608467578,0.0084941526874899,0.0050637344829738
1770448143129,-0.15313720703125,-0.9918212890625,-0.0096435546875,-0.0342005789279937,0.007474161684513,0.0080472733825445
1770448143140,-0.1530914306640625,-0.9890594482421876,-0.0082550048828125,-0.0366347096860408,0.0076161078177392,0.0097959050908684
1770448143150,-0.154083251953125,-0.991363525390625,-0.0073089599609375,-0.0396478101611137,0.0074778897687792,0.0102302664890885
1770448143160,-0.1538848876953125,-0.9887237548828124,-0.0069580078125,-0.0365215241909027,0.0067375311627984,0.0071188956499099
1770448143170,-0.157440185546875,-0.9854736328125,-0.0057830810546875,-0.0348272211849689,0.0035135084763169,0.0020868529099971
1770448143180,-0.1587371826171875,-0.986724853515625,-0.0025634765625,-0.035044003278017,0.0066078351810574,-0.0011494202772155
1770448143190,-0.1600799560546875,-0.9858551025390624,0.0016937255859375,-0.0373060926795005,0.0095932390540838,-0.0066885291598737
1770448143200,-0.1607666015625,-0.9843292236328124,0.005279541015625,-0.037091176956892,0.0088906968012452,-0.0079862875863909
1770448143210,-0.1598663330078125,-0.98712158203125,0.001190185546875,-0.0359332337975502,0.0073521886952221,-0.0074163707904517
1770448143220,-0.15765380859375,-0.98883056640625,-0.002044677734375,-0.0336650200188159,0.0049204565584659,-0.007284278050065
1770448143230,-0.155731201171875,-0.9877471923828124,-0.0066070556640625,-0.0263530444353818,0.0041473405435681,-0.0058179418556392
1770448143240,-0.152587890625,-0.98870849609375,-0.0111083984375,-0.0182570349425077,0.0010362359462305,-0.0045798378996551
1770448143250,-0.1506805419921875,-0.9881744384765624,-0.013031005859375,-0.0117671769112348,0.0021246699616312,-0.0008082693675532
1770448143260,-0.150848388671875,-0.9855804443359376,-0.0128021240234375,-0.0094584831967949,0.0049817091785371,0.0037776939570903
1770448143270,-0.1510467529296875,-0.985626220703125,-0.0114898681640625,-0.0064059677533805,0.0047659929841756,0.0059404470957815
1770448143280,-0.1517791748046875,-0.9886474609375,-0.0108795166015625,-0.0028543761000037,0.0014737932942807,0.0073375413194298
1770448143290,-0.1513214111328125,-0.99139404296875,-0.01226806640625,0.0011411645682528,0.0003555320145096,0.0094377100467681
1770448143300,-0.15069580078125,-0.9945068359375,-0.0110931396484375,0.0017246630741283,0.0031518512405455,0.0145962536334991
1770448143310,-0.1494293212890625,-0.989501953125,-0.011444091796875,0.0057375142350792,0.0023268037475645,0.0143983801826834
1770448143320,-0.1566009521484375,-0.9791717529296876,-0.012115478515625,0.0098643489181995,0.0039707729592919,0.0127181923016905
1770448143331,-0.1605072021484375,-0.9765777587890624,-0.0079193115234375,0.0126540102064609,0.0063796024769544,0.0063995760865509
1770448143340,-0.159515380859375,-0.9785308837890624,-0.0062103271484375,0.0121032679453492,0.0050751860253512,0.0025798040442168
1770448143351,-0.15966796875,-0.9860992431640624,-0.0059051513671875,0.0123416213318705,0.0032051142770797,-0.0018823222490027
1770448143361,-0.157958984375,-0.9867401123046876,-0.0078125,0.0134731978178024,0.002280997345224,-0.0016495619202032
1770448143371,-0.1573944091796875,-0.9847259521484376,-0.0095062255859375,0.0148236872628331,0.0045071337372064,-0.0017049557063728
1770448143381,-0.15869140625,-0.9842987060546876,-0.0087890625,0.0135408425703644,0.0031326764728873,-0.0004439489566721
1770448143391,-0.158660888671875,-0.98590087890625,-0.0069122314453125,0.0137024959549307,0.0037052559200674,-0.0031806132756173
1770448143401,-0.15771484375,-0.98858642578125,-0.005340576171875,0.0132476286962628,0.0021049624774605,-0.0026514432393014
