timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1770452347096,129,1,3.226948190253092,1.697453407222449,1.3967211559084527
1770452347100,128,0,2.231125256094575,0.5076441179951074,0.4175939479914189
1770452347104,126,-2,0.9036569720877574,-1.2843105034831646,-0.8921733701780279
1770452347108,125,-3,-0.3737914680431757,-2.344936349718344,-2.1514904546587865
1770452347112,124,-4,-1.2541672050647668,-3.1595053776464956,-3.0146573750099512
1770452347116,124,-4,-1.62194029622569,-3.428953359997301,-3.367071464114588
1770452347120,124,-4,-1.6220189611284015,-3.3550577559170924,-3.352939509955213
1770452347124,124,-4,-1.5290697821666026,-3.434105997010113,-3.2452987009086356
1770452347128,124,-4,-1.5658359084056857,-3.197127744763657,-3.2660554044337418
1770452347132,124,-4,-1.7920034059091576,-3.3331841519112575,-3.475182703961936
1770452347136,123,-5,-2.1264356408767573,-4.237656570239396,-3.7918607398505486
1770452347140,123,-5,-2.4653325263276633,-4.558231767519584,-4.112337573622781
1770452347144,123,-5,-2.7775607294549465,-4.211077556419146,-4.406075949470007
1770452347148,123,-5,-3.084927153563929,-4.453026492115364,-4.695833733833514
1770452347152,122,-6,-3.367964986219457,-5.066559200168678,-4.962047521336936
1770452347156,122,-6,-3.5268011908956933,-5.504563111712067,-5.103650799276698
1770452347160,122,-6,-3.4546540019421146,-5.308526777917682,-5.013403893861983
1770452347164,123,-5,-3.1422747747555793,-4.428338985234091,-4.683062777014458
1770452347168,123,-5,-2.7022392397291815,-4.286379155273028,-4.225886216419542
1770452347172,123,-5,-2.2968455143009754,-4.18582900864068,-3.803128054400635
1770452347176,124,-4,-2.036915940877129,-3.4320750579281274,-3.524214051148342
1770452347180,124,-4,-1.9194127132486287,-3.3562542409168814,-3.386390081025194
1770452347184,124,-4,-1.8385220516716505,-3.4019341768652116,-3.2854630927018267
1770452347188,124,-4,-1.6720542831087168,-3.308978685378464,-3.1002583527672876
1770452347192,124,-4,-1.3939422830454904,-3.153454247477121,-2.8043748239401296
1770452347196,125,-3,-1.1198365402007486,-2.4956696745143794,-2.5126923456766432
1770452347200,125,-3,-1.0271939582068197,-2.2517809049947988,-2.4021470737852817
1770452347204,125,-3,-1.2022565548830697,-2.565412369361495,-2.558341758378343
1770452347208,124,-4,-1.5454337320549774,-3.085248416927301,-2.880842877782844
1770452347212,124,-4,-1.820493002111585,-3.448061487701099,-3.133478813041848
