timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1769146188780,131,3,3.889232175303014,2.6329026416516825,2.640717356133247
1769146188784,131,3,3.915822160935597,2.666338271748324,2.691674466613596
1769146188788,131,3,3.9534690900215503,2.7796548600745203,2.753855538928946
1769146188792,131,3,3.923707333558468,2.6592013930918506,2.749294977047557
1769146188796,131,3,3.75354673680986,2.7659823035004267,2.604619264615846
1769146188800,131,3,3.4425197392441467,2.55627095572268,2.3185488473782723
1769146188804,130,2,3.086376534290344,1.7679205565141032,1.9866867703297373
1769146188808,130,2,2.8256553115572056,1.7165579699111706,1.7503737046374974
1769146188812,130,2,2.757827670060573,1.7331631887142591,1.7078025524554987
1769146188816,130,2,2.892303377491625,1.7440097714803238,1.8679427520438852
1769146188820,131,3,3.1850478832722944,2.5837333228127526,2.1854969807869105
1769146188824,131,3,3.6032764856230206,2.791010126298091,2.627091807587014
1769146188828,131,3,4.137035358935446,2.6936603568782136,3.1835756821805026
1769146188832,132,4,4.74141887633826,3.797950610740009,3.811146002823244
1769146188836,133,5,5.288316030365586,4.7046828279268915,4.381816345634582
1769146188840,133,5,5.607237633492042,4.639445685307722,4.724527218297522
1769146188844,133,5,5.594928761643278,4.793668249950921,4.735773885106193
1769146188848,133,5,5.2961987633351155,4.673601619731054,4.460616693164635
1769146188852,132,4,4.883359091232105,3.872292653646967,4.071577488766922
1769146188856,132,4,4.548374695919097,3.635246897520677,3.760380642345666
1769146188860,132,4,4.391002000531132,3.760068466703069,3.6261608752455183
1769146188864,132,4,4.385081191881872,3.7008675146932166,3.642292838318774
1769146188868,132,4,4.434994830497389,3.7830376019721896,3.713400779449571
1769146188872,132,4,4.4608966501347105,3.7962004442693384,3.760475565955283
1769146188876,132,4,4.442566007142989,3.716001958407965,3.7640003332290575
1769146188880,132,4,4.403218932063311,3.734802008167352,3.747192309067117
1769146188884,132,4,4.367796565365364,3.7394246773853097,3.734382480992183
1769146188888,132,4,4.340521049313415,3.779777504215738,3.729113534003798
1769146188892,132,4,4.315500428057709,3.814941378387125,3.725239463237412
1769146188896,132,4,4.297223321461271,3.724038923160885,3.7275356040840624
1769146188900,132,4,4.300091948502826,3.7545473997488648,3.750924014238912
1769146188904,132,4,4.322431751759493,3.76579944240045,3.793968131639
1769146188908,132,4,4.322377732740131,3.747888955875332,3.8144704230961
1769146188912,132,4,4.226627424981878,3.911576573833551,3.738573523809941
1769146188916,132,4,3.9718471667639097,3.597691551781477,3.502947047011962
1769146188920,131,3,3.5445780362244834,2.971547981592697,3.094920965825783
1769146188924,131,3,2.988663625926003,2.522644633067168,2.5590307167138335
1769146188928,130,2,2.3848256108945436,2.0585254868499208,1.975640672592209
1769146188932,130,2,1.826310333401126,1.5943877516227989,1.4369489588092277
1769146188936,129,1,1.3970405718837378,0.9536563674738204,1.0263437857232454
1769146188940,129,1,1.144147524704498,0.6575657714233791,0.7913105507336007
1769146188944,129,1,1.0545837088307533,0.8364519354118367,0.7193131079473929
1769146188948,129,1,1.062064022423915,0.81093843341505,0.7442388859096845
1769146188952,129,1,1.0884052302539975,0.8114548298856539,0.7880794160118245
1769146188956,129,1,1.087594070833104,0.8224237948403947,0.8052324703894445
1769146188960,129,1,1.0591099819510743,0.7612809535279192,0.7952617314376744
1769146188964,129,1,1.0282444361948833,0.8063296187535061,0.7825973232503147
1769146188968,129,1,1.0165526645336995,0.8299423059422524,0.7874260852508193
1769146188972,129,1,1.024010811130132,0.8390229634453408,0.8092832960574183
1769146188976,129,1,1.0290441677635953,0.813626548726496,0.8281077079957688
