timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1770451377544,122,-6,-5.863159784496073,-7.720258772203036,-7.693238884525536
1770451377548,122,-6,-5.270114776201576,-7.25270020766117,-7.108486198556101
1770451377552,123,-5,-4.850752152179139,-6.665245344905957,-6.695280816846446
1770451377556,123,-5,-4.6244033084599145,-6.386294015011666,-6.4736233860934504
1770451377560,123,-5,-4.547099757379614,-6.526912727811371,-6.401019767241409
1770451377564,123,-5,-4.550744666023637,-6.455948021305802,-6.410256338674745
1770451377568,123,-5,-4.580045687319783,-6.441522193204439,-6.446021149463961
1770451377572,123,-5,-4.607029483243304,-6.487654844856937,-6.479834826368624
1770451377576,123,-5,-4.6184405014887595,-6.523635532443767,-6.497750321206118
1770451377580,123,-5,-4.593948139678764,-6.397718137174662,-6.478732835413752
1770451377584,123,-5,-4.498470062483635,-6.514263658303801,-6.3874517645481514
1770451377588,123,-5,-4.294944850574788,-6.363028068259374,-6.18757943659996
1770451377592,124,-4,-3.9654731638516263,-5.516593564502312,-5.862549253934862
1770451377596,124,-4,-3.5306877313803633,-5.51494593847758,-5.433571556356487
1770451377600,124,-4,-3.066378389527197,-5.359062849169119,-4.975609537720274
1770451377604,125,-3,-2.7026300464046256,-4.52948047179587,-4.617557291062024
1770451377608,125,-3,-2.576583930940448,-4.292728441266709,-4.496129897137062
1770451377612,125,-3,-2.747262302897779,-4.570959009333607,-4.670448960471559
1770451377616,124,-4,-3.1384322379418994,-5.445095978970533,-5.064412460110221
1770451377620,124,-4,-3.56558212127503,-5.42290858948874,-5.493988633336309
1770451377624,124,-4,-3.830713157891268,-5.403737582425573,-5.7620738706166135
1770451377628,123,-5,-3.821844343217749,-6.395262687361967,-5.757226885778366
1770451377632,124,-4,-3.561525142734482,-5.414622061008531,-5.501737414593185
1770451377636,125,-3,-3.1786974538108885,-4.610199283322183,-5.123759322159071
1770451377640,124,-4,-2.8237383628155723,-5.236588074441687,-4.772701930730236
1770451377644,125,-3,-2.5881818747584164,-4.546779777073044,-4.539545433403205
1770451377648,125,-3,-2.478792600574022,-4.209955880202405,-4.431628114211701
