timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1770453632356,129,1,0.177796516971886,1.2545127346318234,1.3479529678897526
1770453632360,129,1,-0.0389623408106594,1.0615113119745223,1.1499107195474636
1770453632364,129,1,-0.3762546172875112,1.0589779107069626,0.8311689121630244
1770453632368,128,0,-0.8660737939953622,0.2973765475870149,0.3605806896321281
1770453632372,128,0,-1.5277462651520752,0.1075158248260608,-0.2811083880003061
1770453632376,127,-1,-2.295011599500744,-0.7503241046965186,-1.0278964927155816
1770453632380,126,-2,-2.991933743195513,-1.9748637837052303,-1.7041011590367168
1770453632384,126,-2,-3.401090461861271,-1.862820112736271,-2.092799032341477
1770453632388,126,-2,-3.3832233853794524,-1.8054566381151345,-2.0554145810188813
1770453632392,126,-2,-2.9636578389675563,-1.8011363214388716,-1.6174952211626858
1770453632396,127,-1,-2.3276244507757333,-0.8117286207520755,-0.9638207966662052
1770453632400,128,0,-1.7255077561603935,0.0580469214699088,-0.3441055845400961
1770453632404,128,0,-1.344898803557968,0.1374744386108128,0.0547114071140075
1770453632408,128,0,-1.231692351514925,0.1576532971633193,0.1873416368144037
1770453632412,128,0,-1.3053571960247867,0.2425984686119338,0.1344014520066688
1770453632416,128,0,-1.4375809364166263,0.1399895571773048,0.023296641404892
1770453632420,128,0,-1.526570313200985,0.115649433534949,-0.0456408838909195
1770453632424,128,0,-1.5296287448802552,0.0966632202122109,-0.0306433005515081
1770453632428,128,0,-1.463051765017945,0.1678228047815801,0.0523212669734765
1770453632432,128,0,-1.3907049867634875,0.2532733201152629,0.1407680706431249
1770453632436,128,0,-1.4038506051979067,0.0949025953601114,0.1449046177482648
1770453632440,128,0,-1.5796838877411954,0.2048012701417978,-0.0119219189873258
1770453632444,128,0,-1.9219521267237236,-0.012072988058964,-0.3340814987401203
1770453632448,127,-1,-2.323652893905625,-0.7257368964657223,-0.715720194313348
1770453632452,127,-1,-2.6013531781129733,-0.8501487395281727,-0.9743092462323724
1770453632456,127,-1,-2.603027177721031,-0.8350428708181014,-0.9581797355282968
1770453632460,127,-1,-2.3228876337659266,-0.7974692776039995,-0.661472580496884
1770453632464,128,0,-1.9339557063867268,-0.0734321728141234,-0.2568896336611247
1770453632468,128,0,-1.699965974596375,0.4088458227209695,-0.0074989714315391
1770453632472,128,0,-1.819088949922836,-0.077118044466939,-0.1103189406729111
1770453632476,127,-1,-2.306792774590563,-0.5516404854377641,-0.5797998095189463
1770453632480,127,-1,-2.990373770884374,-1.0971621609969346,-1.243540259925518
1770453632484,126,-2,-3.600829740104138,-1.789400045745474,-1.8343148148602433
1770453632488,126,-2,-3.895643223160765,-1.8082090294087336,-2.111321304729892
1770453632492,126,-2,-3.755096239215691,-1.9697571374611849,-1.9549981281753483
1770453632496,126,-2,-3.2207642388451196,-1.5407024088817982,-1.4058900759582462
1770453632500,128,0,-2.4603723601726637,-0.2152268629540701,-0.6309054178565812
1770453632504,128,0,-1.6714260195906203,0.4282066160172437,0.1728222966154921
1770453632508,129,1,-0.9815324056422888,0.9062156300243048,0.8784314032086022
1770453632512,129,1,-0.4101614647098619,1.3348423058400791,1.4672751787069234
1770453632516,130,2,0.1031763476257299,2.150765259046372,1.9992663240684063
1770453632520,131,3,0.6529417584604911,3.0712296302240087,2.5667927366777032
1770453632524,131,3,1.3309239213460349,3.20361607593968,3.260115490764946
1770453632528,132,4,2.1819131337432225,4.067884439401002,4.124580989714407
1770453632532,133,5,3.1524297504638508,5.227043560730416,5.108478100796904
1770453632536,134,6,4.082186160352875,6.186936608190847,6.052704068045725
1770453632540,135,7,4.774161082365543,7.102421505988805,6.760226767196385
1770453632544,135,7,5.102928564613215,7.136600482648997,7.104900150026455
1770453632548,135,7,5.075828298826185,7.169335482780076,7.093179339536294
1770453632552,135,7,4.799632199572441,7.069620904772873,6.831293813812851
1770453632556,134,6,4.382780759811584,6.3824373821588845,6.428006842923575
1770453632560,134,6,3.852229696198107,5.867815970932371,5.911211227687222
1770453632564,133,5,3.154661877228456,5.449693763883296,5.2279985757673915
1770453632568,133,5,2.245571422832219,4.787629438039005,4.333252103817276
1770453632572,131,3,1.1834459750106412,3.485446605273055,3.2847954414430243
1770453632576,130,2,0.125429698123574,1.935547502470199,2.239888218030819
1770453632580,129,1,-0.7845830012227165,1.3116916287561984,1.3427543570177942
1770453632584,129,1,-1.5242358201172252,1.0770810036114733,0.6156592663913942
1770453632588,128,0,-2.185354649950981,0.0722449859492422,-0.0332093310219003
1770453632592,127,-1,-2.859217199338196,-0.7037216116796863,-0.694595978284855
1770453632596,127,-1,-3.5218658194758707,-0.9966336753619174,-1.3442196701402156
