timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1768735315417,0.055145263671875,-0.43902587890625,-0.8886260986328125,0.1070169955492019,0.0729245394468307,-0.0017294568242505
1768735315425,0.0556640625,-0.438690185546875,-0.88836669921875,0.1047770157456398,0.0534339286386966,-0.0043585295788943
1768735315435,0.0536956787109375,-0.4405059814453125,-0.8824310302734375,0.0982280299067497,0.0448087491095066,-0.0049167280085384
1768735315447,0.048919677734375,-0.4382171630859375,-0.8805694580078125,0.0964533016085624,0.0388933382928371,-0.0081647187471389
1768735315455,0.045166015625,-0.4388580322265625,-0.8881378173828125,0.0960335880517959,0.0366006232798099,-0.015018630772829
1768735315465,0.04693603515625,-0.443145751953125,-0.8845672607421875,0.0898795574903488,0.0313299596309661,-0.0146758817136287
1768735315475,0.0503082275390625,-0.446563720703125,-0.87908935546875,0.0767999738454818,0.0250832494348287,-0.0119924806058406
1768735315485,0.0527496337890625,-0.4501495361328125,-0.87811279296875,0.0639715269207954,0.0097253313288092,-0.0139640187844634
1768735315495,0.05548095703125,-0.453857421875,-0.88018798828125,0.0510666444897651,-0.0043108589015901,-0.0102545013651251
1768735315505,0.0599365234375,-0.458770751953125,-0.87713623046875,0.0336799323558807,-0.0277298986911773,-0.009786850772798
1768735315515,0.06268310546875,-0.4591217041015625,-0.8757476806640625,0.0167105365544557,-0.0464942641556263,-0.0128667959943413
1768735315525,0.0603485107421875,-0.4552154541015625,-0.878509521484375,0.0083263730630278,-0.0511729046702384,-0.0140087595209479
1768735315535,0.0549774169921875,-0.4500885009765625,-0.8880615234375,0.0097602186724543,-0.0391383469104766,-0.0091173322871327
1768735315545,0.0550994873046875,-0.44732666015625,-0.893798828125,0.0188301466405391,-0.0227905325591564,-0.0036906085442751
1768735315555,0.056640625,-0.444549560546875,-0.903289794921875,0.0388475321233272,-0.0183659568428993,-0.0023779366165399
1768735315565,0.05377197265625,-0.4453125,-0.9038238525390624,0.0497992485761642,-0.0238371565937995,-0.0086233159527182
1768735315575,0.05560302734375,-0.4458465576171875,-0.9032745361328124,0.0602196641266346,-0.0321885608136653,-0.0192549210041761
1768735315585,0.056182861328125,-0.4462890625,-0.90240478515625,0.0660229623317718,-0.0366661362349987,-0.0250600799918174
1768735315596,0.059967041015625,-0.4509429931640625,-0.899200439453125,0.0716488882899284,-0.0308620426803827,-0.0253511629998683
1768735315606,0.0641326904296875,-0.453369140625,-0.8983306884765625,0.0809113606810569,-0.0186722204089164,-0.020485833287239
1768735315616,0.0652008056640625,-0.456634521484375,-0.8946685791015625,0.0884121507406234,0.0018391790799796,-0.0117583889514207
1768735315626,0.0649871826171875,-0.4572906494140625,-0.8926239013671875,0.0939826890826225,0.0174761954694986,-0.0110422642901539
1768735315636,0.0615692138671875,-0.4593048095703125,-0.8896484375,0.0952391698956489,0.0266300123184919,-0.0150425992906093
1768735315646,0.05987548828125,-0.4594573974609375,-0.885040283203125,0.0949209183454513,0.0356378890573978,-0.0137400468811392
1768735315656,0.0631256103515625,-0.4601593017578125,-0.8813629150390625,0.090807132422924,0.0450084879994392,-0.0119796972721815
1768735315666,0.0644378662109375,-0.4589080810546875,-0.8799896240234375,0.0872060060501098,0.039902675896883,-0.0120055302977561
1768735315676,0.0657806396484375,-0.4627838134765625,-0.8744964599609375,0.0770902559161186,0.0317571312189102,-0.0141427172347903
1768735315686,0.0633392333984375,-0.463348388671875,-0.8690643310546875,0.067168116569519,0.0283157937228679,-0.0204192548990249
1768735315696,0.06146240234375,-0.4615631103515625,-0.8722991943359375,0.0593219138681888,0.013547234237194,-0.0262976493686437
1768735315706,0.05889892578125,-0.4611663818359375,-0.8740386962890625,0.0521476231515407,0.001931590726599,-0.0281525421887636
1768735315716,0.05865478515625,-0.4628143310546875,-0.873321533203125,0.0454881228506565,-0.0007472829893231,-0.0318623259663581
1768735315726,0.0566253662109375,-0.46392822265625,-0.8705291748046875,0.0431125834584236,-0.0042831618338823,-0.0252968352288007
1768735315736,0.0587921142578125,-0.46246337890625,-0.872772216796875,0.0369151420891284,-0.0097285276278853,-0.0212821196764707
1768735315746,0.0561981201171875,-0.4647064208984375,-0.8697662353515625,0.0278462786227464,-0.0137621508911252,-0.0162239763885736
1768735315757,0.054229736328125,-0.4635467529296875,-0.8671875,0.0160354245454072,-0.011903797276318,-0.0129293808713555
1768735315766,0.0516815185546875,-0.46441650390625,-0.8658447265625,0.0043348274193704,-0.0110696954652667,-0.0104076331481337
1768735315776,0.0522308349609375,-0.462432861328125,-0.870513916015625,0.0001163801352959,-0.0098225371912121,-0.0074589815922081
1768735315786,0.0537567138671875,-0.46197509765625,-0.87457275390625,-0.0032352081034332,-0.0089258505031466,-0.0038554582279175
1768735315797,0.0550994873046875,-0.4611663818359375,-0.8798675537109375,-0.0028746160678565,-0.006672017276287,-0.001013865461573
1768735315807,0.0571746826171875,-0.4614715576171875,-0.8829803466796875,-0.0011835087789222,-0.0027292075101286,0.0018943065078929
1768735315817,0.0579376220703125,-0.4625701904296875,-0.885986328125,0.0027691549621522,0.0031265511643141,0.0012543488992378
1768735315827,0.061431884765625,-0.4643707275390625,-0.8881072998046875,0.0058869174681603,0.0071093086153268,0.0008948221220634
1768735315837,0.064483642578125,-0.4672088623046875,-0.888824462890625,0.0094997622072696,0.0123738450929522,0.0020524982828646
1768735315847,0.06866455078125,-0.4676666259765625,-0.8916015625,0.0171033535152673,0.0251327827572822,0.0021310613956302
1768735315858,0.0729217529296875,-0.468902587890625,-0.8929595947265625,0.0265663638710975,0.0301128942519426,0.002281796419993
1768735315867,0.0750274658203125,-0.4686126708984375,-0.891448974609375,0.0400331690907478,0.0326719246804714,0.0074118436314165
1768735315877,0.0759429931640625,-0.4669342041015625,-0.8934783935546875,0.0525167360901832,0.0328705981373786,0.0154111804440617
1768735315887,0.0742950439453125,-0.4678192138671875,-0.8896942138671875,0.066699668765068,0.0336317308247089,0.0201782379299402
1768735315897,0.0714569091796875,-0.467041015625,-0.8867950439453125,0.0776796117424964,0.028267590329051,0.0267687626183033
1768735315907,0.0673370361328125,-0.4660186767578125,-0.880859375,0.081206701695919,0.0301507115364074,0.0269405376166105
1768735315917,0.0622100830078125,-0.467315673828125,-0.87396240234375,0.0802298560738563,0.0312588512897491,0.0296180788427591
1768735315927,0.0555572509765625,-0.467071533203125,-0.8706817626953125,0.080850638449192,0.0396395549178123,0.0295978393405675
1768735315937,0.0496826171875,-0.466217041015625,-0.867645263671875,0.060791976749897,0.0083926860243082,0.0293038263916969
1768735315947,0.0479583740234375,-0.4709625244140625,-0.8600311279296875,0.0475803017616272,0.0031177627388387,0.0261485129594802
1768735315957,0.04376220703125,-0.468475341796875,-0.8618011474609375,0.0367992930114269,-0.0013339773286134,0.0240850951522588
1768735315967,0.0445098876953125,-0.472900390625,-0.85870361328125,0.0212656073272228,-0.0153011921793222,0.0247479565441608
1768735315977,0.04632568359375,-0.478546142578125,-0.855010986328125,0.0058709387667477,-0.0159073267132043,0.0252672731876373
1768735315987,0.0501861572265625,-0.4766998291015625,-0.8586273193359375,-0.0026788737159222,-0.024468058720231,0.0196565259248018
1768735315997,0.04913330078125,-0.4732208251953125,-0.8661956787109375,-0.0079375514760613,-0.0427330806851387,0.0113328155130147
1768735316009,0.0464324951171875,-0.46893310546875,-0.872100830078125,-0.002738528419286,-0.0350293554365634,0.0108614359050989
1768735316017,0.04443359375,-0.465972900390625,-0.8822479248046875,0.0057827881537377,-0.0187313426285982,0.0141320638358592
1768735316028,0.0471649169921875,-0.4687042236328125,-0.882904052734375,0.0130361737683415,-0.0078608524054288,0.0162032041698694
1768735316039,0.05194091796875,-0.4691314697265625,-0.8844451904296875,0.0165669918060302,-0.0042378883808851,0.0187526494264602
1768735316048,0.0575408935546875,-0.4735565185546875,-0.8838043212890625,0.0235724374651908,0.0048610679805278,0.0192794222384691
1768735316058,0.0616912841796875,-0.4776153564453125,-0.880218505859375,0.0224062390625476,0.0044357609003782,0.0112044513225555
1768735316068,0.062652587890625,-0.4793243408203125,-0.8723297119140625,0.0174301229417324,-0.0119549296796321,0.0020828582346439
1768735316078,0.0636138916015625,-0.4794769287109375,-0.8663482666015625,0.0101825967431068,-0.0213135443627834,-0.0019534286111593
1768735316088,0.0612640380859375,-0.4766845703125,-0.869384765625,0.0101660843938589,-0.016978982836008,-0.0004767058417201
1768735316098,0.0594940185546875,-0.4717864990234375,-0.879608154296875,0.0120422821491956,-0.0035872780717909,0.0075191687792539
