timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1769237763884,128,0,2.2246914288831117,-4.3125715762932675,-3.985485962234965
1769237763888,129,1,2.4489902866016102,-3.270394874328227,-3.74574740553642
1769237763892,129,1,2.871041335459384,-3.350591206995702,-3.310745052091569
1769237763896,129,1,3.652408964910826,-3.23967488057946,-2.519858988836705
1769237763900,131,3,4.7569172788571485,-1.4459517565744076,-1.407757133927578
1769237763904,132,4,5.902810857192815,-0.1424272171804306,-0.253527912518583
1769237763908,133,5,6.714658587332824,0.6170627853670849,0.5698850631748007
1769237763912,133,5,6.986061427223235,0.8621227981426278,0.8570219917020441
1769237763916,133,5,6.8514368516781285,0.578170047467939,0.7404733482641488
1769237763920,133,5,6.722021085662962,0.827673856221228,0.6277912469053493
1769237763924,133,5,7.005314278978301,0.650231143593226,0.9241675744409572
1769237763928,133,5,7.783600849296662,0.8933425642204385,1.712865106387484
1769237763932,135,7,8.690291322875517,2.7049727518539464,2.629784888049908
1769237763936,136,8,9.11748739536392,3.744900129476576,3.0685466716502465
1769237763940,135,7,8.628321158110383,2.7864364541858686,2.59293854759965
1769237763944,133,5,7.247006350462838,0.6978257520889488,1.2278911090834517
1769237763948,131,3,5.39510197629139,-1.0346771091290607,-0.6052722407971776
1769237763952,130,2,3.5617068382950023,-2.3311143251772837,-2.419777445813589
1769237763956,128,0,2.003759689856228,-4.116862104692384,-3.9614845210828737
1769237763960,127,-1,0.6870713636250494,-5.273189080387031,-5.2650237776009545
1769237763964,126,-2,-0.5568553874618538,-6.186527574472889,-6.4965256608647
1769237763968,124,-4,-1.8348532693720987,-8.054478632348498,-7.7600624687799105
1769237763972,123,-5,-3.112047402069413,-9.2985916279288,-9.020157974100446
1769237763976,122,-6,-4.271861562900371,-10.007823292555006,-10.16188327098704
1769237763980,121,-7,-5.226582358742071,-11.364323935835866,-11.0991446495174
1769237763984,120,-8,-5.975779662107899,-11.97491426337158,-11.831225561107695
1769237763988,120,-8,-6.576061066612141,-12.216769102850684,-12.413309938611896
1769237763992,119,-9,-7.061982838017924,-13.09416064278996,-12.879679903558838
1769237763996,119,-9,-7.398163975471579,-13.087349938168297,-13.196639442450824
1769237764000,119,-9,-7.522910715903802,-13.264758808918764,-13.304417532807063
1769237764004,118,-10,-7.4637120463745905,-13.944576389467096,-13.230475673624788
1769237764008,119,-9,-7.415271902310041,-13.227228095581436,-13.16728981395576
1769237764012,119,-9,-7.664208089057688,-12.99255558754028,-13.39859351520889
1769237764016,118,-10,-8.370312818286777,-14.121394376066908,-14.082469121934194
1769237764020,117,-11,-9.37486843169956,-15.161198928701584,-15.06117093238704
1769237764024,116,-12,-10.226405325997666,-15.95258493336287,-15.887205223348532
1769237764028,116,-12,-10.455281048100565,-16.201270104724856,-16.09546540986838
1769237764032,116,-12,-9.931595949747576,-15.898187663598009,-15.557095228014925
1769237764036,117,-11,-9.0518850913498,-15.164024169579228,-14.664910976670743
1769237764040,118,-10,-8.572590096965719,-14.026709307043948,-14.170194629982406
1769237764044,118,-10,-9.131168588900762,-14.00463678777874,-14.707841265672316
1769237764048,116,-12,-10.759175671429814,-16.149174321967816,-16.310081795571474
1769237764052,113,-15,-12.769530236116298,-18.820871827735303,-18.292049375860252
1769237764056,112,-16,-14.148564338180798,-20.227068388988165,-19.642947228480544
