timestamp_ms,ecg_u8_raw,ecg_counts_raw_int,ecg_counts_filt_monitor,ecg_counts_filt_diagnostic,ecg_counts_filt_st
1769234217392,129,1,-1.0503234362132114,-1.0460309118142452,-0.9366970595276976
1769234217395,129,1,-0.5568944855010436,-0.7550774181818516,-0.4157473772897919
1769234217400,130,2,-0.0040934911892538,0.1710661334451721,0.1638363429640119
1769234217404,131,3,0.6592585146751153,1.1024714732801215,0.8511228430990139
1769234217408,131,3,1.4201028240284082,1.119180126221749,1.6333189199361446
1769234217412,132,4,2.1759451279087463,2.06593025984539,2.4100944244744618
1769234217416,133,5,2.746006947005671,3.0952474917371933,3.0021863623300993
1769234217419,133,5,2.9540772622082936,3.3233352123991406,3.2331272435684792
1769234217424,133,5,2.7454309791829217,2.9266341030336585,3.0474782999009475
1769234217428,132,4,2.236751762024328,2.27558026290027,2.5619272405595046
1769234217432,132,4,1.6448136361591548,1.8754674297691745,1.9933096024545955
1769234217436,131,3,1.15010768552466,1.249728365324989,1.521195272242602
1769234217440,131,3,0.8014995946060695,1.193081605193394,1.193039909977763
1769234217443,131,3,0.5171163958855769,1.0131214454077286,0.9267210999887252
1769234217448,130,2,0.1539006559226137,0.204630558824876,0.5807836053398279
1769234217452,130,2,-0.4132915853889729,-0.1303022118143477,0.0321418937767103
1769234217456,129,1,-1.2339150488435138,-0.7479952323843821,-0.7681193014018792
1769234217460,128,0,-2.248916473065351,-1.8160318982155903,-1.7622013637761167
1769234217464,127,-1,-3.294735529179751,-3.002738493424469,-2.7881243644409244
1769234217467,126,-2,-4.160611520889843,-3.7642970096339865,-3.6356951143161726
1769234217472,126,-2,-4.682894850309689,-4.2498154789371405,-4.140772680109875
1769234217476,125,-3,-4.822077196812248,-4.608001013053384,-4.263151691552697
1769234217480,126,-2,-4.671839517517187,-3.9791137768066984,-4.096387928199115
1769234217484,126,-2,-4.396760754371704,-3.8504373164412393,-3.805502962831863
1769234217488,126,-2,-4.147153970926359,-3.903562548861794,-3.54105445288419
1769234217491,127,-1,-4.009855588273956,-3.2272417595356044,-3.389158691757121
1769234217496,126,-2,-4.013525955397802,-3.55865888411354,-3.3771251292760085
1769234217500,126,-2,-4.152101869897962,-4.141901782842706,-3.4988559539067934
1769234217504,126,-2,-4.365468616075444,-3.5780655013163605,-3.6972030806969576
1769234217508,127,-1,-4.456425138072223,-3.2974805225235846,-3.7788087324312984
1769234217511,126,-2,-4.015058310379432,-3.800479805751316,-3.332852926155403
1769234217515,128,0,-2.4621196519375346,-2.0592192119507193,-1.771919061777402
1769234217520,131,3,0.7718561778910376,1.395878446230383,1.482607180154392
1769234217524,136,8,6.047155987716439,5.857795828335696,6.790155935449473
1769234217528,145,17,13.395908606716404,15.2678848572985,14.168597122626633
1769234217532,155,27,22.411718067359104,24.60701312401412,23.195136662374495
1769234217535,160,32,31.99519769579472,30.47509972082492,32.76767287003296
1769234217539,169,41,40.06949050872198,38.88255443626827,40.82280619208462
1769234217544,175,47,43.789199553837165,45.306813942514296,44.53202980681502
1769234217548,173,45,40.66096932996065,42.81259099567288,41.41051331429212
1769234217552,162,34,30.157465008999864,32.01426515410026,30.930320148046576
1769234217556,145,17,14.64230922196845,15.030957865133123,15.44909776921249
1769234217559,128,0,-1.3215765980627907,-1.7392528987619418,-0.4803979749113813
1769234217563,117,-11,-13.04409630888227,-13.037058898880176,-12.180624409456918
1769234217568,112,-16,-17.888580081291213,-17.800456751884354,-17.02352450251425
1769234217572,115,-13,-16.227999938371973,-15.306129758476782,-15.380230671711526
1769234217576,121,-7,-10.721958673797229,-8.65150847037964,-9.898024548727898
1769234217580,127,-1,-4.5642411824763265,-3.1579875086652596,-3.75485367218107
1769234217583,130,2,0.0995018222569612,0.3108399348083166,0.913735346425398
1769234217587,133,5,2.7166389581796473,2.847640912088889,3.5532876761017205
1769234217592,134,6,3.835421265654208,4.00973435497819,4.699208165269941
1769234217596,135,7,4.246331525620439,5.094857578738005,5.126665810964288
1769234217600,136,8,4.433059485872858,5.975690231428463,5.312427333718107
1769234217604,135,7,4.524380796230986,5.221158496465348,5.391283134434771
1769234217607,135,7,4.501889728437114,4.85358766088453,5.3577628558543
1769234217611,135,7,4.368143636960787,5.083311420277618,5.222996831308875
1769234217616,135,7,4.191394682296591,4.954377326641453,5.053380058695728
1769234217620,135,7,4.092949073067894,5.118974053727267,4.961994102063728
1769234217624,135,7,4.216299531686779,5.025652514556992,5.086493018735884
1769234217628,135,7,4.658282006102732,5.034838448807291,5.524593483038927
1769234217631,136,8,5.380658891354246,5.92186787137716,6.242500595064174
1769234217635,137,9,6.192779181030972,7.089112978955622,7.051984814655977
1769234217640,138,10,6.863392984804298,7.962792786150628,7.720656255312205
1769234217644,138,10,7.282778232304013,8.148232025809268,8.137105822194089
1769234217648,138,10,7.519549220333652,7.884301562616244,8.370311340290481
1769234217652,138,10,7.716321465866437,8.085889134352453,8.564128382183814
1769234217655,139,11,7.941170541744093,8.897260070306842,8.786208992014094
1769234217659,139,11,8.15048421400689,9.14918605098616,8.991012407139651
1769234217664,139,11,8.280320091048779,8.923401541701036,9.11378720325022
1769234217668,139,11,8.343004614438673,9.093365424097364,9.16848623056965
1769234217672,139,11,8.423169663120056,8.877957006168659,9.242003166114586
1769234217676,139,11,8.597109125628698,9.062605855183628,9.410899038743478
1769234217679,140,12,8.87811444220895,10.017062483124231,9.68649571688248
1769234217683,140,12,9.23917285367384,9.971399323126242,10.039960058615664
1769234217688,140,12,9.66210031588252,10.091101691990335,10.453421087634757
1769234217692,141,13,10.140268841706517,10.810064039054607,10.92187730383912
1769234217696,141,13,10.638261909472211,11.15808392567135,11.410647892666589
1769234217700,142,14,11.074050192984656,11.875132325110846,11.836992864418752
1769234217703,142,14,11.358734623407072,12.119572729201714,12.111332035419853
1769234217707,142,14,11.457529157679645,11.904632028103997,12.199344220413243
1769234217712,142,14,11.415466392417889,11.993133416007682,12.146879778339688
1769234217716,142,14,11.333677220099553,11.950391496491768,12.054889750735311
1769234217720,142,14,11.32247600130064,12.069236283570495,12.032666154296985
1769234217724,142,14,11.455498415887831,11.924224144415415,12.153294508668608
1769234217727,142,14,11.735517489050126,12.061131745620866,12.41993044129179
1769234217732,143,15,12.08847938082748,12.846686733779062,12.759061888915651
1769234217736,143,15,12.400336808391872,13.04670563362287,13.056853770528749
1769234217740,143,15,12.57700022116185,12.995369213465104,13.21939445428669
1769234217744,143,15,12.582833188073923,12.952629725447531,13.211219595255862
1769234217748,143,15,12.437647074448638,13.035362381087854,13.051939895009802
1769234217751,143,15,12.189894460927698,12.838928049470756,12.789634025693198
1769234217756,142,14,11.887685652643537,12.042917866065048,12.472376437364838
1769234217760,142,14,11.557568630890191,12.003430317547274,12.126763567446698
1769234217764,142,14,11.200732180837475,11.899986148215316,11.753597517619998
1769234217768,141,13,10.807959106650031,11.112449241992286,11.343289290062232
1769234217772,141,13,10.373707251002804,10.68618882421888,10.89078030440693
1769234217775,140,12,9.894289835253844,10.250256808536676,10.393485732345315
1769234217780,140,12,9.366216054483132,9.712897376326763,9.848504644866107
1769234217784,139,11,8.806168337637569,9.240980273261668,9.272000987863352
1769234217788,139,11,8.277957714766645,8.707160309839722,8.72668286181855
1769234217792,138,10,7.883827180025586,8.094905372960323,8.314034905553779
1769234217796,138,10,7.702284605903912,7.834633612937606,8.112601707551562
1769234217799,138,10,7.712920787844194,8.081739980355486,8.102622803114468
1769234217804,138,10,7.777240291998589,7.92157022677069,8.146377585782709
1769234217808,138,10,7.707659035629494,7.928489559165875,8.056699037825563
1769234217812,138,10,7.384032894953469,7.949895616419316,7.713354976213042
1769234217816,137,9,6.829740429942442,6.861850759086883,7.139429385207358
1769234217820,136,8,6.182105036305294,6.132039182598062,6.471957854212783
1769234217823,136,8,5.5779039450322045,5.7884354344268285,5.847262859141273
1769234217828,135,7,5.049869828686673,5.094428075389527,5.297540510882013
1769234217832,135,7,4.5164074922728075,4.749580939738987,4.741259655590332
1769234217836,134,6,3.858908576620242,4.047101310766175,4.060836573700767
1769234217840,133,5,3.0104745439030083,2.946433416151935,3.190502272378911
1769234217844,132,4,1.987315813518907,1.9308945419417871,2.146339634616566
1769234217847,131,3,0.8549353871565781,0.9734850872117676,0.9924053409813932
1769234217852,130,2,-0.3321537987178882,-0.1839003140882125,-0.2178811251797987
1769234217856,128,0,-1.574867935682791,-1.9843086613303904,-1.4848950276306918
1769234217860,127,-1,-2.9277294812661,-3.0866735013427555,-2.8618823876087713
1769234217864,126,-2,-4.43734821786836,-4.00269693285018,-4.394969776958751
1769234217868,124,-4,-6.05617550757456,-6.154129181053435,-6.0367785858129945
1769234217871,122,-6,-7.6153686291042675,-8.0251319303154,-7.618453916754321
1769234217876,121,-7,-8.903722417119635,-9.188115822581793,-8.929103520867425
1769234217880,120,-8,-9.792055859247306,-9.879502856841198,-9.840892786143488
