timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1769251877132,0.025787353515625,-0.239349365234375,-0.9755096435546876,0.1090122386813163,-0.1632611006498336,0.0005065332516096
1769251877142,0.03570556640625,-0.247222900390625,-0.9639434814453124,0.1164166256785392,-0.2294691503047943,0.0229953303933143
1769251877152,0.0364990234375,-0.2448577880859375,-0.94537353515625,0.0989516153931617,-0.3639273643493652,0.0263495817780494
1769251877162,-0.0132904052734375,-0.2412261962890625,-0.8916473388671875,0.0361726507544517,-0.63054358959198,-0.0250110775232315
1769251877172,-0.039031982421875,-0.2424468994140625,-0.8697662353515625,-0.0156884156167507,-0.8855870962142944,-0.0690320655703544
1769251877182,-0.0368804931640625,-0.24237060546875,-0.8917999267578125,-0.0489997677505016,-0.9920344352722168,-0.0877551510930061
1769251877192,0.02423095703125,-0.175384521484375,-1.01123046875,-0.0047476170584559,-0.3535378277301788,0.0040589235723018
1769251877203,0.0285491943359375,-0.2329559326171875,-1.0534515380859375,-0.0113061843439936,0.1720234304666519,0.055648349225521
1769251877213,0.0094757080078125,-0.2295989990234375,-0.9837799072265624,-0.0023896545171737,0.1226353719830513,0.0893871337175369
1769251877223,0.010162353515625,-0.2268524169921875,-0.998260498046875,0.0455152876675128,0.1147939562797546,0.1046036407351493
1769251877233,-0.0300445556640625,-0.25244140625,-0.993804931640625,0.0509838201105594,0.1899654120206833,0.0814261510968208
1769251877243,-0.070159912109375,-0.262542724609375,-0.953857421875,0.020259466022253,0.1591036319732666,0.0362751819193363
1769251877253,-0.0912017822265625,-0.246856689453125,-0.944061279296875,0.0056488309055566,0.1116309240460395,-0.0010844392236322
1769251877263,-0.0673675537109375,-0.2360382080078125,-0.9520416259765624,-0.0062895873561501,0.0522235222160816,-0.0172008238732814
1769251877273,-0.042388916015625,-0.2384185791015625,-0.962310791015625,-0.0088419606909155,0.0174482315778732,-0.029814887791872
1769251877283,-0.021240234375,-0.238616943359375,-0.9736480712890624,-0.0090563455596566,0.061001569032669,-0.0416933856904506
1769251877293,-0.0152587890625,-0.240142822265625,-0.9774932861328124,-0.006319148465991,0.084502100944519,-0.0568132139742374
1769251877303,-0.0078277587890625,-0.23602294921875,-0.97222900390625,-0.0031928638927638,0.0722379758954048,-0.0564302541315555
1769251877313,0.008270263671875,-0.2377471923828125,-0.9776153564453124,0.0058064898476004,0.0566582195460796,-0.0468593835830688
1769251877323,0.0140533447265625,-0.235870361328125,-0.97918701171875,0.0159147847443819,0.0496413223445415,-0.0341228172183036
1769251877333,0.0071868896484375,-0.2339019775390625,-0.981414794921875,0.026283536106348,0.0661920681595802,-0.0207819771021604
1769251877343,0.0084381103515625,-0.2367401123046875,-0.97479248046875,0.0400528758764267,0.0248187966644763,-0.0019518306944519
1769251877353,-0.0093994140625,-0.24041748046875,-0.9608612060546876,0.0453557632863521,-0.0126151274889707,-0.0064693507738411
